id,marca,nome,linha,versao,concentracao,volume_ml,genero,tipo_produto,titulo_site,sku,ean,imagens,confianca_identificacao,fonte_validacao,duplicata_de,observacoes
fragrance-world-vanilla-so-sweet-edp-100ml,Fragrance World,Vanilla So Sweet,,,Eau de Parfum,100,,Perfume,Fragrance World Vanilla So Sweet Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.53.50.jpeg,alta,https://perfumeoriental.com/products/perfume-vanilla-so-sweet-fragrance-world; https://us.amazon.com/Fragrance-World-Vanilla-Perfume-Version/dp/B0CTXD29SN; https://www.fragrantica.com/perfume/Fragrance-World/Vanilla-So-Sweet-102990.html,,
rasasi-jawaher-edp-100ml,Rasasi,Jawaher,,,Eau de Parfum,100,,Perfume,Rasasi Jawaher Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.47.jpeg,media,Fragrantica; https://www.fragrantica.com/perfume/Rasasi/Jawaher-106979.html; rasasionline.com,,"caixa dourada, marca nao visivel | nome comum usado por varias marcas arabes - Rasasi mais provavel dado 100ml+tema dourado mas sem 100% certeza"
maison-alhambra-leonie-edp-100ml,Maison Alhambra,Leonie,,,Eau de Parfum,100,Feminino,Perfume,Maison Alhambra Leonie Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.48 (1).jpeg,alta,https://frencharabianperfume.com/shop/fragrance/for-her/leonie-eau-de-parfum-100ml-by-maison-alhambra-for-women/; https://www.amazon.com/Maison-Alhambra-Leonie-Parfum-Spray/dp/B09T27DXB4; https://www.fragrantica.com/perfume/Maison-Alhambra/Leonie-95881.html,,
maison-alhambra-rose-seduction-vip-pour-femme-edp-100ml,Maison Alhambra,Rose Seduction,,VIP Pour Femme,Eau de Parfum,100,Feminino,Perfume,Maison Alhambra Rose Seduction VIP Pour Femme Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.48.jpeg,alta,https://www.amazon.com/Maison-Alhambra-Rose-Seduction-Women/dp/B0C54424JT; https://www.fragrantica.com/perfume/Maison-Alhambra/Rose-Seduction-Vip-Pour-Femme-95875.html; https://www.intenseoud.com/products/rose-seduction-vip-pour-femme-eau-de-parfum-spray-100ml-3-4-oz-by-maison-alhambra-a-sparkling-blend-of-floral-elegance-with-a-warm-musky-woody-finish,,
lattafa-yara-edp-100ml,Lattafa,Yara,,,Eau de Parfum,100,Feminino,Perfume,Lattafa Yara Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.49 (1).jpeg,alta,https://www.amazon.com/Yara-Lattafa-Perfumes-Eau-Parfum/dp/B09C8VNWBP; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-76880.html,,caixa rosa claro
lattafa-yara-elixir-edp-100ml,Lattafa,Yara,,Elixir,Eau de Parfum,100,Feminino,Perfume,Lattafa Yara Elixir Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.49.jpeg,alta,https://theperfumespot.com/yara-elixir-by-lattafa-3-4-oz-edp-spray-for-women/; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-Elixir-117615.html,,caixa rosa escuro
lattafa-yara-tous-edp-100ml,Lattafa,Yara,,Tous,Eau de Parfum,100,Feminino,Perfume,Lattafa Yara Tous Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.50.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-Tous-83320.html; https://www.lattafa-usa.com/products/yara-tous,,caixa laranja
lattafa-berry-on-top-give-me-gourmand-edp-75ml,Lattafa,Berry on Top Give Me Gourmand,,,Eau de Parfum,75,Feminino,Perfume,Lattafa Berry on Top Give Me Gourmand Eau de Parfum - Perfume Feminino 75ml,,,WhatsApp Image 2026-06-16 at 13.59.51 (1).jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Berry-On-Top-114395.html; https://www.lattafa-usa.com/products/berry-on-top,,
lattafa-mayar-natural-intense,Lattafa,Mayar,,Natural Intense,Eau de Parfum,100,Feminino,Perfume,Lattafa Mayar Natural Intense Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.51 (2).jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mayar-Natural-Intense-89759.html; https://www.lattafa-usa.com/products/mayar-natural-intense,,estojo cilindrico turquesa
lattafa-mallow-madness-give-me-gourmand-edp-75ml,Lattafa,Mallow Madness Give Me Gourmand,,,Eau de Parfum,75,Feminino,Perfume,Lattafa Mallow Madness Give Me Gourmand Eau de Parfum - Perfume Feminino 75ml,,,WhatsApp Image 2026-06-16 at 13.59.51.jpeg,alta,https://theperfumespot.com/mallow-madness-give-me-gourmand-by-lattafa-2-53oz-edp-spray-women/; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mallow-Maddnes-114396.html; https://www.lattafa-usa.com/products/mallow-madness,,
lattafa-mayar-cherry-intense,Lattafa,Mayar,,Cherry Intense,Eau de Parfum,100,Feminino,Perfume,Lattafa Mayar Cherry Intense Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.52.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mayar-Cherry-Intense-99872.html; https://www.lattafa-usa.com/products/mayar-cherry-intense,,estojo cilindrico bordo
aurora-scents-cherry-in-the-woods,Aurora Scents,Cherry in the Woods,,,Eau de Parfum,100,,Perfume,Aurora Scents Cherry in the Woods Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.53 (1).jpeg,alta,https://aurorascents.com/products/aurora-scents-cherry-in-the-woods-eau-de-parfum-for-unisex-100ml; https://www.fragrantica.com/perfume/Aurora-Scents/Cherry-in-The-Woods-105690.html; https://www.parfumo.com/Perfumes/aurora-scents/cherry-in-the-woods,,
mawwal-arabia-basir,Mawwal Arabia,Basir,,,Eau de Parfum,100,,Perfume,Mawwal Arabia Basir Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.53 (2).jpeg,alta,Fragrantica; Instagram; https://duzan.com.br/produtos/basir-mawwal-arabia-eau-de-parfum-100ml/; https://www.fragrantica.com/perfume/Mawwal-Arabia/Basir-106597.html; mawwal.com,,selo dourado BASIR + mawwal
asdaaf-raneen,Asdaaf,Raneen,,,Eau de Parfum,100,Feminino,Perfume,Asdaaf Raneen Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.53 (3).jpeg,alta,https://www.amazon.com/Lattafa-Asdaaf-Raneen-Women-Parfum/dp/B0DYWSBHM6; https://www.fragrantica.com/perfume/Asdaaf/Raneen-106906.html; https://www.lattafa-usa.com/products/raneen,,
lattafa-mayar,Lattafa,Mayar,,,Eau de Parfum,100,Feminino,Perfume,Lattafa Mayar Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.53.jpeg,alta,https://www.amazon.com/Mayar-EDP-flowers-Vanilla-Perfumes/dp/B0B2MSX869; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mayar-84309.html,,estojo cilindrico rosa - versao original
french-avenue-veneno-bianco,French Avenue,Veneno Bianco,,,Eau de Parfum,100,,Perfume,French Avenue Veneno Bianco Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.54 (1).jpeg,alta,https://emiratesfragrance.com/products/french-avenue-veneno-bianco-for-unisex-eau-de-parfum-100ml; https://www.anabis.com/us/French-Avenue-Veneno-Bianco-EdP-100ml.html; https://www.fragrantica.com/perfume/French-Avenue/Veneno-Bianco-105518.html,,
nasma-nisrine-edp-100ml,Nasma,Nisrine,,,Eau de Parfum,100,Feminino,Perfume,Nasma Nisrine Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.54 (2).jpeg,alta,https://pcdesignperfumes.com/product/edp-nasma-nisrine-women-100ml/; https://www.perfume-empire.com/products/nisrine-by-nasma-perfume-for-women-edp-3-3-3-4-oz-new-in-box; pcdesignperfumes.com; perfume-empire.com,,"caixa vermelha/dourada, marca nao visivel"
lattafa-queen-of-arabia-edp-100ml,Lattafa,Queen of Arabia,,,Eau de Parfum,100,Feminino,Perfume,Lattafa Queen of Arabia Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.54.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Queen-Of-Arabia-113075.html; https://www.parfumo.com/Perfumes/lattafa-pride/queen-of-arabia,,linha Lattafa Pride
lattafa-her-confessions-edp,Lattafa,Her Confessions,,,Eau de Parfum,100,Feminino,Perfume,Lattafa Her Confessions Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.55 (1).jpeg,alta,https://www.jeansmellgood.com/products/lattafa-her-confessions-eau-de-parfum-3-4-oz; https://www.lattafa-usa.com/products/her-confession,,"foto com sombra, volume ilegivel"
armaf-infinity-edp,Armaf,Infinity,,,Eau de Parfum,105,,Perfume,Armaf Infinity Eau de Parfum - Perfume 105ml,,,WhatsApp Image 2026-06-16 at 13.59.55 (2).jpeg,alta,https://armaf.com/products/infinity-spr-1; https://armafperfume.com/products/armaf-infinity-silver-edp-105ml; https://www.amazon.com/Armaf-Infinity-Parfum-Spray-Ounce/dp/B0DQP3ZNY6,,
lattafa-tharwah-gold-edp-100ml,Lattafa,Tharwah,,Gold,Eau de Parfum,100,,Perfume,Lattafa Tharwah Gold Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.55.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Tharwah-Gold-82004.html; https://www.lattafa-usa.com/products/tharwah-gold,,linha Lattafa Pride
lattafa-nebras,Lattafa,Nebras,,,Eau de Parfum,100,,Perfume,Lattafa Nebras Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.56.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Nebras-78560.html; https://www.lattafa-usa.com/products/nebras,,linha Lattafa Pride
l-affair-alora-extrait,L'Affair,Alora,,,Extrait de Parfum,100,Feminino,Perfume,L'Affair Alora Extrait de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.57 (1).jpeg,media,Fragrantica; TikTok; https://casadosperfumesimportados.com.br/produtos/alora-laffair-perfume-feminino-extrait-1b92y/; https://gleeperfumaria.com.br/produtos/alora-laffair-100ml-11sd3/; shop.app,,"ALORA em destaque + L'AFFAIR; definir qual e marca | CUIDADO: existe tambem Alora da Ard Al Zaafaran (produto diferente, notas diferentes). Visual (Extrait de Parfum, subtitulo L'AFFAIR) bate melhor com L'Affair, vendido como dupe de La Bomba (Carolina Herrera)"
lattafa-yara-candy-edp-100ml,Lattafa,Yara,,Candy,Eau de Parfum,100,Feminino,Perfume,Lattafa Yara Candy Eau de Parfum - Perfume Feminino 100ml,,,WhatsApp Image 2026-06-16 at 13.59.57 (2).jpeg,alta,https://lattafa.com/product/yara-candy/; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-Candy-95752.html,,
lattafa-afeef,Lattafa,Afeef,,,Eau de Parfum,100,,Perfume,Lattafa Afeef Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.57 (3).jpeg,alta,https://beautyhouse.com/products/lattafa-afeef-eau-de-parfum-for-everyone; https://fragrantvilla.com/products/lattafa-afeef-for-unisex-eau-de-parfum-spray-3-4-oz-100-ml-fragrance-peach; https://oudware.com/products/lattafa-afeef-eau-de-parfum-100ml-3-4-fl-oz-a-timeless-unisex-fragrance-1; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Afeef-100126.html,,
lattafa-dream-of-haze-edp-100ml,Lattafa,Dream of Haze,,,Eau de Parfum,100,,Perfume,Lattafa Dream of Haze Eau de Parfum - Perfume 100ml,,,WhatsApp Image 2026-06-16 at 13.59.57.jpeg,alta,https://perfumebox.com/products/mc-ldohze; https://www.fragrantica.com/perfume/Lattafa-Perfumes/Dream-Of-Haze-113173.html; https://www.parfumo.com/Perfumes/lattafa-pride/dream-of-haze,,linha Lattafa Pride
victoria-s-secret-velvet-petals-250ml-body-splash,Victoria's Secret,Velvet Petals,,,Body Splash,250,Feminino,Body Splash,Victoria's Secret Velvet Petals Body Splash - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.00.jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-56837.html; https://www.levanitte.com.br/body-splash-velvet-petals-victorias-secret-250ml; https://www.studiobeautyecoperfumaria.com.br/produtos/victorias-secret-velvet-petals-body-splash-250ml/,,
victoria-s-secret-pure-seduction-shimmer-250ml-body-splash,Victoria's Secret,Pure Seduction,,Shimmer,Body Splash,250,Feminino,Body Splash,Victoria's Secret Pure Seduction Shimmer Body Splash - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.01 (1).jpeg,alta,https://www.amazon.com/Victoria-Secret-Victorias-Seduction-Shimmer/dp/B00BU7CTWO; https://www.belezanaweb.com.br/mp247321-body-splash-pure-seduction-shimmer-250ml-victorias-secret/; https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-7989.html,,
victoria-s-secret-pure-seduction-shimmer-236ml-hidratante,Victoria's Secret,Pure Seduction,,Shimmer,Body Splash,236,Feminino,Hidratante,Victoria's Secret Pure Seduction Shimmer Body Splash - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.01.jpeg,alta,https://www.amazon.com/Victoria-Secret-Victorias-Seduction-Shimmer/dp/B00BU7CTWO; https://www.belezanaweb.com.br/mp247321-body-splash-pure-seduction-shimmer-250ml-victorias-secret/; https://www.fragrantica.com/perfume/Victoria-s-Secret/Pure-Seduction-7989.html,,
victoria-s-secret-coconut-passion-shimmer-250ml-body-splash,Victoria's Secret,Coconut Passion,,Shimmer,Body Splash,250,Feminino,Body Splash,Victoria's Secret Coconut Passion Shimmer Body Splash - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.02 (1).jpeg,alta,https://incidecoder.com/products/victorias-secret-coconut-passion-shimmer-fragrance-mist; https://www.belezanaweb.com.br/mp127778-coconut-passion-shimmer-victorias-secret-fragrance-body-mist-spray-250ml/; https://www.belezanaweb.com.br/mp245779-body-splash-coconut-passion-shimmer-250ml-victorias-secret/,,
victoria-s-secret-temptation-236ml-hidratante,Victoria's Secret,Temptation,,,Body Splash,236,Feminino,Hidratante,Victoria's Secret Temptation Body Splash - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.02 (2).jpeg,alta,https://www.blossperfumaria.com.br/produtos/victorias-secret-temptation-body-splash-250ml/; https://www.drogasil.com.br/victoria-s-secret-temptation-body-splash-751240.html; https://www.fragrantica.com/perfume/Victoria-s-Secret/Temptation-42993.html,,
victoria-s-secret-coconut-passion-shimmer-236ml-hidratante,Victoria's Secret,Coconut Passion,,Shimmer,Body Splash,236,Feminino,Hidratante,Victoria's Secret Coconut Passion Shimmer Body Splash - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.02.jpeg,alta,https://incidecoder.com/products/victorias-secret-coconut-passion-shimmer-fragrance-mist; https://www.belezanaweb.com.br/mp127778-coconut-passion-shimmer-victorias-secret-fragrance-body-mist-spray-250ml/; https://www.belezanaweb.com.br/mp245779-body-splash-coconut-passion-shimmer-250ml-victorias-secret/,,
victoria-s-secret-coconut-passion-236ml-hidratante,Victoria's Secret,Coconut Passion,,,Body Splash,236,Feminino,Hidratante,Victoria's Secret Coconut Passion Body Splash - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.04 (1).jpeg,alta,https://www.belezanaweb.com.br/mp84837-kit-coconut-passion-creme-hidratante-body-splash-victorias-secret/; https://www.condessacosmeticos.com.br/body-splash-coconut-passion-250ml-victorias-secret; https://www.victoriassecret.com/us/vs/beauty-catalog/5000011041/-/a/generic-11259203-choice-3336/fragrance-mist-warm,,
victoria-s-secret-temptation-250ml-body-splash,Victoria's Secret,Temptation,,,Body Splash,250,Feminino,Body Splash,Victoria's Secret Temptation Body Splash - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.04.jpeg,alta,https://www.blossperfumaria.com.br/produtos/victorias-secret-temptation-body-splash-250ml/; https://www.drogasil.com.br/victoria-s-secret-temptation-body-splash-751240.html; https://www.fragrantica.com/perfume/Victoria-s-Secret/Temptation-42993.html,,
victoria-s-secret-temptation-shimmer-236ml-hidratante,Victoria's Secret,Temptation,,Shimmer,Loção Hidratante Perfumada,236,Feminino,Hidratante,Victoria's Secret Temptation Shimmer Loção Hidratante Perfumada - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.05 (1).jpeg,alta,https://www.cintiaperfumes.com.br/Creme-Hidratante-Victorias-Secret-Temptation-Shimmer-236ml; https://www.fragrantica.com/perfume/Victoria-s-Secret/Temptation-42993.html; https://www.importsjcstore.com.br/produtos/hidratante-victoria-secrets-236ml-temptation-shimmer/,,
victoria-s-secret-amber-romance-shimmer-250ml-body-splash,Victoria's Secret,Amber Romance,,Shimmer,Fragrance Mist,250,Feminino,Body Splash,Victoria's Secret Amber Romance Shimmer Fragrance Mist - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.05 (2).jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Amber-Romance-67704.html; https://www.parfumo.com/Perfumes/Victoria_s_Secret/Amber_Romance_Fragrance_Mist; https://www.victoriassecret.com/us/vs/beauty-catalog/5000011043/-/a/generic-11267002-choice-0037/shimmer-fragrance-mist-warm,,
victoria-s-secret-coconut-passion-250ml-body-splash,Victoria's Secret,Coconut Passion,,,Body Splash,250,Feminino,Body Splash,Victoria's Secret Coconut Passion Body Splash - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.05.jpeg,alta,https://www.belezanaweb.com.br/mp84837-kit-coconut-passion-creme-hidratante-body-splash-victorias-secret/; https://www.condessacosmeticos.com.br/body-splash-coconut-passion-250ml-victorias-secret; https://www.victoriassecret.com/us/vs/beauty-catalog/5000011041/-/a/generic-11259203-choice-3336/fragrance-mist-warm,,
victoria-s-secret-bare-vanilla-250ml-body-splash,Victoria's Secret,Bare Vanilla,,,Loção Hidratante Perfumada,250,Feminino,Body Splash,Victoria's Secret Bare Vanilla Loção Hidratante Perfumada - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.06 (1).jpeg,alta,https://www.condessacosmeticos.com.br/produto/hidratante-corporal-bare-vanilla-236ml-victorias-secret.html; https://www.cosmeticosdaray.com.br/produto/hidratante-corporal-bare-vanilla-victorias-secrets-236ml.html; https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-56836.html; https://www.walmart.com/ip/Victoria-s-Secret-Bare-Vanilla-Fragrance-Body-Lotion-8-oz/5429262803,,
v-s-secrets-of-romance-sexy-vanilla-shimmer-250ml-body-splash,V.S. Secrets of Romance,Sexy Vanilla,,Shimmer,,250,Feminino,Body Splash,V.S. Secrets of Romance Sexy Vanilla Shimmer - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.06 (2).jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-Shimmer-89093.html; https://www.victoriassecret.com/us/vs/beauty/mists,,MARCA DIFERENTE de Victoria's Secret - rotulo V.S. Secrets of Romance
victoria-s-secret-bare-vanilla-236ml-hidratante,Victoria's Secret,Bare Vanilla,,,Loção Hidratante Perfumada,236,Feminino,Hidratante,Victoria's Secret Bare Vanilla Loção Hidratante Perfumada - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.06.jpeg,alta,https://www.condessacosmeticos.com.br/produto/hidratante-corporal-bare-vanilla-236ml-victorias-secret.html; https://www.cosmeticosdaray.com.br/produto/hidratante-corporal-bare-vanilla-victorias-secrets-236ml.html; https://www.fragrantica.com/perfume/Victoria-s-Secret/Bare-Vanilla-56836.html; https://www.walmart.com/ip/Victoria-s-Secret-Bare-Vanilla-Fragrance-Body-Lotion-8-oz/5429262803,,
v-s-secrets-of-romance-velvet-flowers-shimmer-250ml-body-splash,V.S. Secrets of Romance,Velvet Flowers,,Shimmer,,250,Feminino,Body Splash,V.S. Secrets of Romance Velvet Flowers Shimmer - Body Splash Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.03.07.jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-Shimmer-53388.html; https://www.victoriassecret.com/us/vs/beauty/mists,,
victoria-s-secret-velvet-petals-236ml-hidratante,Victoria's Secret,Velvet Petals,,,Body Splash,236,Feminino,Hidratante,Victoria's Secret Velvet Petals Body Splash - Hidratante Feminino 236ml,,,WhatsApp Image 2026-06-16 at 14.03.09.jpeg,alta,https://www.fragrantica.com/perfume/Victoria-s-Secret/Velvet-Petals-56837.html; https://www.levanitte.com.br/body-splash-velvet-petals-victorias-secret-250ml; https://www.studiobeautyecoperfumaria.com.br/produtos/victorias-secret-velvet-petals-body-splash-250ml/,,
lattafa-eclaire-perfume-mist,Lattafa,Eclaire,,,Eau de Parfum,100,Feminino,Perfume Mist,Lattafa Eclaire Eau de Parfum - Perfume Mist Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.04.17 (1).jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Eclaire-93628.html; https://www.lattafa-usa.com/products/eclaire,,
lattafa-haya-perfume-mist,Lattafa,Haya,,,Perfume Mist,250,Feminino,Perfume Mist,Lattafa Haya Perfume Mist - Perfume Mist Feminino 250ml,,,WhatsApp Image 2026-06-16 at 14.04.17.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Haya-Mist-122869.html; https://www.lattafa-usa.com/products/haya-perfume-mist,,
lattafa-mayar-natural-intense-perfume-mist,Lattafa,Mayar,,Natural Intense,Eau de Parfum,100,Feminino,Perfume Mist,Lattafa Mayar Natural Intense Eau de Parfum - Perfume Mist Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.04.18 (1).jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mayar-Natural-Intense-89759.html; https://www.lattafa-usa.com/products/mayar-natural-intense,,
lattafa-bade-e-al-oud-noble-blush-perfume-mist,Lattafa,Bade'e Al Oud,,Noble Blush,Perfume Mist,250,,Perfume Mist,Lattafa Bade'e Al Oud Noble Blush Perfume Mist - Perfume Mist 250ml,,,WhatsApp Image 2026-06-16 at 14.04.18 (2).jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Badee-Al-Oud-Noble-Blush-122812.html; https://www.lattafa-usa.com/products/noble-blush-perfume-mist,,
lattafa-angham-perfume-mist,Lattafa,Angham,,,Eau de Parfum,100,,Perfume Mist,Lattafa Angham Eau de Parfum - Perfume Mist 100ml,,,WhatsApp Image 2026-06-16 at 14.04.18.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Angham-96768.html; https://www.lattafa-usa.com/products/angham,,
brand-collection-no-238-edp-25ml,Brand Collection,No. 238,,,Eau de Parfum,25,,Perfume,Brand Collection No. 238 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.19 (1).jpeg,alta,https://www.lamsperfumes.com.br/n-238-parfum-brand-collection-25ml-perfume-feminino; https://www.perfumebrandcollection.com.br/brand-collection-238-idole-25ml; https://www.vitrinedosperfumes.com.br/produtos/brand-collection-238-inspiracao-idole-tradicional-25-ml/,,
brand-collection-no-027-edp-25ml,Brand Collection,No. 027,,,Eau de Parfum,25,,Perfume,Brand Collection No. 027 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.19 (2).jpeg,alta,https://www.calliperfumaria.com.br/produtos/brand-collection-n-027-inspiracao-hypnotic-poison-25ml/; https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-219.html; https://www.perfumebrandcollection.com.br/brand-collection-027-toxic-red-feminino-25ml,,
brand-collection-no-373-queen-edp-25ml,Brand Collection,No. 373,,Queen,Eau de Parfum,25,,Perfume,Brand Collection No. 373 Queen Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.19 (3).jpeg,alta,https://www.brandcollectionsp.com.br/feminino; https://www.fragrantica.com/perfume/Dolce-Gabbana/Q-by-Dolce-Gabbana-78873.html,,
lattafa-mayar-cherry-intense-perfume-mist,Lattafa,Mayar,,Cherry Intense,Eau de Parfum,100,Feminino,Perfume Mist,Lattafa Mayar Cherry Intense Eau de Parfum - Perfume Mist Feminino 100ml,,,WhatsApp Image 2026-06-16 at 14.04.19.jpeg,alta,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Mayar-Cherry-Intense-99872.html; https://www.lattafa-usa.com/products/mayar-cherry-intense,,
brand-collection-no-235-edp-25ml,Brand Collection,No. 235,,,Eau de Parfum,25,,Perfume,Brand Collection No. 235 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.20 (1).jpeg,alta,https://luxuryofparfum.com.br/produto/brand-collection-235-inspiracao-bvlgari-rose-goldea-blossom-delight-25ml/; https://www.lamsperfumes.com.br/n-235-parfum-brand-collection-25ml-perfume-feminino; https://www.perfumebrandcollection.com.br/brand-collection-235-bvlgari-rose-25ml,,
brand-collection-no-378-edp-25ml,Brand Collection,No. 378,,,Eau de Parfum,25,,Perfume,Brand Collection No. 378 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.20.jpeg,alta,https://www.danimariaparfum.com.br/perfume-inspiracao/perfume-brand-collection-378-inspiracao-fame-blooming-pink-25-ml; https://www.fragrantica.com/perfume/Rabanne/Fame-Blooming-Pink-79469.html; https://www.perfumebrandcollection.com.br/brand-collection-378-blooming-pink-feminino-25ml,,
brand-collection-no-342-miss-rose-edp-25ml,Brand Collection,No. 342,,Miss Rose,Eau de Parfum,25,,Perfume,Brand Collection No. 342 Miss Rose Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.22.jpeg,alta,https://www.esmalteriadanicassiano.com.br/perfume-brand-342-inspiracao-miss-dior-rose-feminino-brand-collection-25ml-p18914; https://www.fragrantica.com/perfume/Dior/Miss-Dior-Rose-Essence-73762.html; https://www.perfumebrandcollection.com.br/brand-collection-342-miss-rose-feminino-25ml,,
brand-collection-no-012-edp-25ml,Brand Collection,No. 012,,,Eau de Parfum,25,,Perfume,Brand Collection No. 012 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.23.jpeg,alta,https://www.cheromeuperfumaria.com/perfumes-femininos/brand-collection-012-inspiracao-la-vie-est-belle-lancome; https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html; https://www.perfumebrandcollection.com.br/brand-collection-012-beautiful-life-beauti-brand-feminino-25ml; https://www.perfumebrandcollection.com.br/brand-collection-g-012-la-vie-est-belle-feminino-80ml,,
brand-collection-no-246-edp-25ml,Brand Collection,No. 246,,,Eau de Parfum,25,,Perfume,Brand Collection No. 246 Eau de Parfum - Perfume 25ml,,,WhatsApp Image 2026-06-16 at 14.04.25 (1).jpeg,alta,https://www.calliperfumaria.com.br/produtos/brand-collection-n-246-inspiracao-burberry-her-25ml/; https://www.florenciaperfume.com.br/30-brand-collection-246-inspiracao-burberry-her-feminino-25-ml-eau-de-parfum; https://www.perfumebrandcollection.com.br/brand-collection-246-her-burberry-feminino-25ml,,
